Id,ActivityDate,DayOfActivity,TotalSteps,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalDistanceCalc
1503960366,4/12/2016,Thursday,13162,1.879999995,0.550000012,6.059999943,0,25,13,328,728,1985,8.49
1503960366,4/13/2016,Friday,10735,1.570000052,0.689999998,4.710000038,0,21,19,217,776,1797,6.97
1503960366,4/14/2016,Saturday,10460,2.440000057,0.400000006,3.910000086,0,30,11,181,1218,1776,6.75
1503960366,4/15/2016,Sunday,9762,2.140000105,1.25999999,2.829999924,0,29,34,209,726,1745,6.23
1503960366,4/16/2016,Monday,12669,2.710000038,0.409999996,5.039999962,0,36,10,221,773,1863,8.16
1503960366,4/17/2016,Tuesday,9705,3.190000057,0.779999971,2.50999999,0,38,20,164,539,1728,6.48
1503960366,4/18/2016,Wednesday,13019,3.25,0.639999986,4.710000038,0,42,16,233,1149,1921,8.6
1503960366,4/19/2016,Thursday,15506,3.529999971,1.320000052,5.03000021,0,50,31,264,775,2035,9.88
1503960366,4/20/2016,Friday,10544,1.960000038,0.479999989,4.239999771,0,28,12,205,818,1786,6.68
1503960366,4/21/2016,Saturday,9819,1.340000033,0.349999994,4.650000095,0,19,8,211,838,1775,6.34
1503960366,4/22/2016,Sunday,12764,4.760000229,1.120000005,2.24000001,0,66,27,130,1217,1827,8.12
1503960366,4/23/2016,Monday,14371,2.809999943,0.870000005,5.360000134,0,41,21,262,732,1949,9.04
1503960366,4/24/2016,Tuesday,10039,2.920000076,0.209999993,3.279999971,0,39,5,238,709,1788,6.41
1503960366,4/25/2016,Wednesday,15355,5.289999962,0.569999993,3.940000057,0,73,14,216,814,2013,9.8
1503960366,4/26/2016,Thursday,13755,2.329999924,0.920000017,5.539999962,0,31,23,279,833,1970,8.79
1503960366,4/27/2016,Friday,18134,6.400000095,0.409999996,5.409999847,0,78,11,243,1108,2159,12.22
1503960366,4/28/2016,Saturday,13154,3.539999962,1.159999967,3.789999962,0,48,28,189,782,1898,8.49
1503960366,4/29/2016,Sunday,11181,1.059999943,0.5,5.579999924,0,16,12,243,815,1837,7.14
1503960366,4/30/2016,Monday,14673,3.559999943,1.419999957,4.269999981,0,52,34,217,712,1947,9.25
1503960366,5/1/2016,Sunday,10602,2.289999962,1.600000024,2.920000076,0,33,35,246,730,1820,6.81
1503960366,5/2/2016,Monday,14727,3.210000038,0.569999993,5.920000076,0,41,15,277,798,2004,9.7
1503960366,5/3/2016,Tuesday,15103,3.730000019,1.049999952,4.880000114,0,50,24,254,816,1990,9.66
1503960366,5/4/2016,Wednesday,11100,2.460000038,0.870000005,3.819999933,0,36,22,203,1179,1819,7.15
1503960366,5/5/2016,Thursday,14070,2.920000076,1.080000043,4.880000114,0,45,24,250,857,1959,8.88
1503960366,5/6/2016,Friday,12159,1.970000029,0.25,5.809999943,0,24,6,289,754,1896,8.03
1503960366,5/7/2016,Saturday,11992,2.460000038,2.119999886,3.130000114,0,37,46,175,833,1821,7.71
1503960366,5/8/2016,Sunday,10060,3.529999971,0.319999993,2.730000019,0,44,8,203,574,1740,6.58
1503960366,5/9/2016,Monday,12022,3.450000048,0.529999971,3.74000001,0,46,11,206,835,1819,7.72
1503960366,5/10/2016,Tuesday,12207,3.349999905,1.159999967,3.25999999,0,46,31,214,746,1859,7.77
1503960366,5/11/2016,Wednesday,12770,2.559999943,1.00999999,4.550000191,0,36,23,251,669,1783,8.12
1503960366,5/12/2016,Thursday,0,0,0,0,0,0,0,0,1440,0,0
1624580081,4/12/2016,Thursday,8163,0,0,5.309999943,0,0,0,146,1294,1432,5.31
1624580081,4/13/2016,Friday,7007,0,0,4.550000191,0,0,0,148,1292,1411,4.55
1624580081,4/14/2016,Saturday,9107,0,0,5.909999847,0.01,0,0,236,1204,1572,5.92
1624580081,4/15/2016,Sunday,1510,0,0,0.970000029,0,0,0,96,1344,1344,0.97
1624580081,4/16/2016,Monday,5370,0,0,3.49000001,0,0,0,176,1264,1463,3.49
1624580081,4/17/2016,Tuesday,6175,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1554,4.05
1624580081,4/18/2016,Wednesday,10536,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,1604,7.4
1624580081,4/19/2016,Thursday,2916,0,0,1.899999976,0,0,0,141,1299,1435,1.9
1624580081,4/20/2016,Friday,4974,0,0,3.230000019,0,0,0,151,1289,1446,3.23
1624580081,4/21/2016,Saturday,6349,0,0,4.110000134,0.02,0,0,186,1254,1467,4.13
1624580081,4/22/2016,Sunday,4026,0,0,2.599999905,0,0,0,199,1241,1470,2.6
1624580081,4/23/2016,Monday,8538,0,0,5.539999962,0.01,0,0,227,1213,1562,5.55
1624580081,4/24/2016,Tuesday,6076,1.149999976,0.910000026,1.889999986,0,16,18,185,1221,1617,3.95
1624580081,4/25/2016,Wednesday,6497,0,0,4.199999809,0.02,0,0,202,1238,1492,4.22
1624580081,4/26/2016,Thursday,2826,0,0,1.830000043,0.01,0,0,140,1300,1402,1.84
1624580081,4/27/2016,Friday,8367,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1670,5.44
1624580081,4/28/2016,Saturday,2759,0,0.200000003,1.600000024,0,0,5,115,1320,1401,1.8
1624580081,4/29/2016,Sunday,2390,0,0,1.549999952,0,0,0,150,1290,1404,1.55
1624580081,4/30/2016,Monday,6474,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,1655,4.31
1624580081,5/1/2016,Sunday,36019,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,2690,28.04
1624580081,5/2/2016,Monday,7155,0.860000014,0.589999974,3.470000029,0,7,6,166,1261,1497,4.92
1624580081,5/3/2016,Tuesday,2100,0,0,1.340000033,0.02,0,0,96,1344,1334,1.36
1624580081,5/4/2016,Wednesday,2193,0,0,1.419999957,0,0,0,118,1322,1368,1.42
1624580081,5/5/2016,Thursday,2470,0,0,1.580000043,0.02,0,0,117,1323,1370,1.6
1624580081,5/6/2016,Friday,1727,0,0,1.120000005,0.01,0,0,102,1338,1341,1.13
1624580081,5/7/2016,Saturday,2104,0,0,1.370000005,0,0,0,182,1258,1474,1.37
1624580081,5/8/2016,Sunday,3427,0,0,2.220000029,0,0,0,152,1288,1427,2.22
1624580081,5/9/2016,Monday,1732,0,0,1.129999995,0,0,0,91,1349,1328,1.13
1624580081,5/10/2016,Tuesday,2969,0,0,1.919999957,0.01,0,0,139,1301,1393,1.93
1624580081,5/11/2016,Wednesday,3134,0,0,2.039999962,0,0,0,112,1328,1359,2.04
1624580081,5/12/2016,Thursday,2971,0,0,1.919999957,0.01,0,0,107,890,1002,1.93
1644430081,4/12/2016,Thursday,10694,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,3199,7.77
1644430081,4/13/2016,Friday,8001,2.279999971,0.899999976,2.640000105,0,30,16,135,1259,2902,5.82
1644430081,4/14/2016,Saturday,11037,0.360000014,2.559999943,5.099999905,0,5,58,252,1125,3226,8.02
1644430081,4/15/2016,Sunday,5263,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,2750,3.82
1644430081,4/16/2016,Monday,15300,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,11.07
1644430081,4/17/2016,Tuesday,8757,2.25,0.569999993,3.549999952,0,29,13,186,1212,3011,6.37
1644430081,4/18/2016,Wednesday,7132,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,5.19
1644430081,4/19/2016,Thursday,11256,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,3300,8.19
1644430081,4/20/2016,Friday,2436,0,0,1.75999999,0.01,0,0,125,1315,2430,1.77
1644430081,4/21/2016,Saturday,1223,0,0,0.879999995,0.01,0,0,38,1402,2140,0.89
1644430081,4/22/2016,Sunday,3673,0,0,2.660000086,0.01,0,0,86,1354,2344,2.67
1644430081,4/23/2016,Monday,6637,0,0.579999983,4.25,0,0,15,160,1265,2677,4.83
1644430081,4/24/2016,Tuesday,3321,0,0,2.410000086,0,0,0,89,1351,2413,2.41
1644430081,4/25/2016,Wednesday,3580,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,2497,2.6
1644430081,4/26/2016,Thursday,9919,0.800000012,1.720000029,4.690000057,0,11,41,223,1165,3123,7.21
1644430081,4/27/2016,Friday,3032,0,0,2.200000048,0,0,0,118,1322,2489,2.2
1644430081,4/28/2016,Saturday,9405,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,6.83
1644430081,4/29/2016,Sunday,3176,0,0,2.309999943,0,0,0,120,1193,2498,2.31
1644430081,4/30/2016,Monday,18213,0.629999995,3.140000105,9.460000038,0,9,71,402,816,3846,13.23
1644430081,5/1/2016,Sunday,6132,0.239999995,0.99000001,3.230000019,0,3,24,146,908,2696,4.46
1644430081,5/2/2016,Monday,3758,0.07,0.310000002,2.349999905,0,1,7,148,682,2580,2.73
1644430081,5/3/2016,Tuesday,12850,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,3324,9.35
1644430081,5/4/2016,Wednesday,2309,0,0,1.659999967,0.02,0,0,52,1388,2222,1.68
1644430081,5/5/2016,Thursday,4363,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463,3.2
1644430081,5/6/2016,Friday,9787,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328,7.12
1644430081,5/7/2016,Saturday,13372,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404,9.73
1644430081,5/8/2016,Sunday,6724,0,0,4.880000114,0,0,0,295,991,2987,4.88
1644430081,5/9/2016,Monday,6643,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008,4.84
1644430081,5/10/2016,Tuesday,9167,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799,6.67
1644430081,5/11/2016,Wednesday,1329,0,0,0.949999988,0.01,0,0,49,713,1276,0.96
1844505072,4/12/2016,Thursday,6697,0,0,4.429999828,0,0,0,339,1101,2030,4.43
1844505072,4/13/2016,Friday,4929,0,0,3.25999999,0,0,0,248,1192,1860,3.26
1844505072,4/14/2016,Saturday,7937,0,0,5.230000019,0,0,0,373,843,2130,5.23
1844505072,4/15/2016,Sunday,3844,0,0,2.539999962,0,0,0,176,527,1725,2.54
1844505072,4/16/2016,Monday,3414,0,0,2.25999999,0,0,0,147,1293,1657,2.26
1844505072,4/17/2016,Tuesday,4525,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,1793,2.99
1844505072,4/18/2016,Wednesday,4597,0,0.479999989,2.559999943,0,0,12,217,1211,1814,3.04
1844505072,4/19/2016,Thursday,197,0,0,0.129999995,0,0,0,10,1430,1366,0.13
1844505072,4/20/2016,Friday,8,0,0,0.01,0,0,0,1,1439,1349,0.01
1844505072,4/21/2016,Saturday,8054,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,2062,5.32
1844505072,4/22/2016,Sunday,5372,0,0,3.549999952,0,0,0,220,1220,1827,3.55
1844505072,4/23/2016,Monday,3570,0,0,2.359999895,0,0,0,139,1301,1645,2.36
1844505072,4/24/2016,Tuesday,0,0,0,0,0,0,0,0,1440,1347,0
1844505072,4/25/2016,Wednesday,0,0,0,0,0,0,0,0,1440,1347,0
1844505072,4/26/2016,Thursday,0,0,0,0,0,0,0,0,1440,1347,0
1844505072,4/27/2016,Friday,4,0,0,0,0,0,0,1,1439,1348,0
1844505072,4/28/2016,Saturday,6907,0,0,4.559999943,0,0,0,302,1138,1992,4.56
1844505072,4/29/2016,Sunday,4920,0,0,3.25,0,0,0,247,1082,1856,3.25
1844505072,4/30/2016,Monday,4014,0,0,2.650000095,0,0,0,184,218,1763,2.65
1844505072,5/1/2016,Sunday,2573,0,0.25999999,1.450000048,0,0,7,75,585,1541,1.71
1844505072,5/2/2016,Monday,0,0,0,0,0,0,0,0,1440,1348,0
1844505072,5/3/2016,Tuesday,4059,0,0,2.680000067,0,0,0,184,1256,1742,2.68
1844505072,5/4/2016,Wednesday,2080,0,0,1.370000005,0,0,0,87,1353,1549,1.37
1844505072,5/5/2016,Thursday,2237,0,0,1.480000019,0,0,0,120,1320,1589,1.48
1844505072,5/6/2016,Friday,44,0,0,0.029999999,0,0,0,2,1438,1351,0.03
1844505072,5/7/2016,Saturday,0,0,0,0,0,0,0,0,1440,1347,0
1844505072,5/8/2016,Sunday,0,0,0,0,0,0,0,0,1440,1347,0
1844505072,5/9/2016,Monday,0,0,0,0,0,0,0,0,1440,1347,0
1844505072,5/10/2016,Tuesday,0,0,0,0,0,0,0,0,1440,1347,0
1844505072,5/11/2016,Wednesday,0,0,0,0,0,0,0,0,1440,1347,0
1844505072,5/12/2016,Thursday,0,0,0,0,0,0,0,0,711,665,0
1927972279,4/12/2016,Thursday,678,0,0,0.469999999,0,0,0,55,734,2220,0.47
1927972279,4/13/2016,Friday,356,0,0,0.25,0,0,0,32,986,2151,0.25
1927972279,4/14/2016,Saturday,2163,0,0.400000006,1.100000024,0,0,9,88,1292,2383,1.5
1927972279,4/15/2016,Sunday,980,0,0,0.680000007,0,0,0,51,941,2221,0.68
1927972279,4/16/2016,Monday,0,0,0,0,0,0,0,0,1440,2064,0
1927972279,4/17/2016,Tuesday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,4/18/2016,Wednesday,244,0,0,0.170000002,0,0,0,17,1423,2111,0.17
1927972279,4/19/2016,Thursday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,4/20/2016,Friday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,4/21/2016,Saturday,0,0,0,0,0,0,0,0,1440,2064,0
1927972279,4/22/2016,Sunday,149,0,0,0.100000001,0,0,0,10,1430,2093,0.1
1927972279,4/23/2016,Monday,2945,0,0,2.039999962,0,0,0,145,1295,2499,2.04
1927972279,4/24/2016,Tuesday,2090,0.07,0.239999995,1.139999986,0,1,6,75,1358,2324,1.45
1927972279,4/25/2016,Wednesday,152,0,0,0.109999999,0,0,0,12,1303,2100,0.11
1927972279,4/26/2016,Thursday,3761,0,0,2.599999905,0,0,0,192,1058,2638,2.6
1927972279,4/27/2016,Friday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,4/28/2016,Saturday,1675,0,0,1.159999967,0,0,0,95,1167,2351,1.16
1927972279,4/29/2016,Sunday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,4/30/2016,Monday,0,0,0,0,0,0,0,0,1440,2064,0
1927972279,5/1/2016,Sunday,2704,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,2411,1.87
1927972279,5/2/2016,Monday,3790,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,2505,2.62
1927972279,5/3/2016,Tuesday,1326,0.730000019,0,0.180000007,0,10,0,17,1413,2195,0.91
1927972279,5/4/2016,Wednesday,1786,0,0,1.24000001,0,0,0,87,1353,2338,1.24
1927972279,5/5/2016,Thursday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,5/6/2016,Friday,2091,0,0,1.450000048,0,0,0,108,1332,2383,1.45
1927972279,5/7/2016,Saturday,1510,0,0,1.039999962,0,0,0,48,1392,2229,1.04
1927972279,5/8/2016,Sunday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,5/9/2016,Monday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,5/10/2016,Tuesday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,5/11/2016,Wednesday,0,0,0,0,0,0,0,0,1440,2063,0
1927972279,5/12/2016,Thursday,0,0,0,0,0,0,0,0,966,1383,0
2022484408,4/12/2016,Thursday,11875,3.309999943,0.769999981,4.260000229,0,42,14,227,1157,2390,8.34
2022484408,4/13/2016,Friday,12024,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,2601,8.5
2022484408,4/14/2016,Saturday,10690,2.480000019,0.209999993,4.820000172,0,32,3,257,1148,2312,7.51
2022484408,4/15/2016,Sunday,11034,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,2525,8.03
2022484408,4/16/2016,Monday,10100,3.150000095,0.550000012,3.390000105,0,41,11,151,1237,2177,7.09
2022484408,4/17/2016,Tuesday,15112,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,2782,11.41
2022484408,4/18/2016,Wednesday,14131,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,2770,10.06
2022484408,4/19/2016,Thursday,11548,3.289999962,0.239999995,5,0,31,7,250,1152,2489,8.53
2022484408,4/20/2016,Friday,15112,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,2897,10.67
2022484408,4/21/2016,Saturday,12453,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,3158,8.75
2022484408,4/22/2016,Sunday,12954,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,2638,9.32
2022484408,4/23/2016,Monday,6001,0,0,4.210000038,0,0,0,249,1191,2069,4.21
2022484408,4/24/2016,Tuesday,13481,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,2529,10.28
2022484408,4/25/2016,Wednesday,11369,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,2470,8.01
2022484408,4/26/2016,Thursday,10119,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,2793,7.2
2022484408,4/27/2016,Friday,10159,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,2463,7.13
2022484408,4/28/2016,Saturday,10140,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,2296,7.13
2022484408,4/29/2016,Sunday,10245,0.479999989,1.210000038,5.5,0,21,40,281,1098,2611,7.19
2022484408,4/30/2016,Monday,18387,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,2732,12.91
2022484408,5/1/2016,Sunday,10538,1.940000057,0.959999979,4.5,0,25,28,245,1142,2380,7.4
2022484408,5/2/2016,Monday,10379,2.609999895,0.340000004,4.329999924,0,36,8,277,1119,2473,7.28
2022484408,5/3/2016,Tuesday,12183,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,2752,8.73
2022484408,5/4/2016,Wednesday,11768,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,2649,8.29
2022484408,5/5/2016,Thursday,11895,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,2609,8.35
2022484408,5/6/2016,Friday,10227,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,2498,7.18
2022484408,5/7/2016,Saturday,6708,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,1995,4.71
2022484408,5/8/2016,Sunday,3292,0,0,2.309999943,0,0,0,135,1305,1848,2.31
2022484408,5/9/2016,Monday,13379,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,2709,9.39
2022484408,5/10/2016,Tuesday,12798,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,2797,8.99
2022484408,5/11/2016,Wednesday,13272,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,2544,9.32
2022484408,5/12/2016,Thursday,9117,1.279999971,0.670000017,4.440000057,0,16,16,236,728,1853,6.39
2026352035,4/12/2016,Thursday,4414,0.189999998,0.349999994,2.200000048,0,3,8,181,706,1459,2.74
2026352035,4/13/2016,Friday,4993,0,0,3.099999905,0,0,0,238,663,1521,3.1
2026352035,4/14/2016,Saturday,3335,0,0,2.049999952,0,0,0,197,653,1431,2.05
2026352035,4/15/2016,Sunday,3821,0,0,2.369999886,0,0,0,188,687,1444,2.37
2026352035,4/16/2016,Monday,2547,0,0,1.580000043,0,0,0,150,728,1373,1.58
2026352035,4/17/2016,Tuesday,838,0,0,0.519999981,0,0,0,60,1053,1214,0.52
2026352035,4/18/2016,Wednesday,3325,0,0,2.059999943,0,0,0,182,1062,1419,2.06
2026352035,4/19/2016,Thursday,2424,0,0,1.5,0,0,0,141,785,1356,1.5
2026352035,4/20/2016,Friday,7222,0,0,4.480000019,0,0,0,327,623,1667,4.48
2026352035,4/21/2016,Saturday,2467,0,0,1.529999971,0,0,0,153,749,1370,1.53
2026352035,4/22/2016,Sunday,2915,0,0,1.809999943,0,0,0,162,712,1399,1.81
2026352035,4/23/2016,Monday,12357,0,0,7.710000038,0,0,0,432,458,1916,7.71
2026352035,4/24/2016,Tuesday,3490,0,0,2.160000086,0,0,0,164,704,1401,2.16
2026352035,4/25/2016,Wednesday,6017,0,0,3.730000019,0,0,0,260,821,1576,3.73
2026352035,4/26/2016,Thursday,5933,0,0,3.680000067,0,0,0,288,1018,1595,3.68
2026352035,4/27/2016,Friday,6088,0,0,3.769999981,0,0,0,286,586,1593,3.77
2026352035,4/28/2016,Saturday,6375,0,0,3.950000048,0,0,0,331,626,1649,3.95
2026352035,4/29/2016,Sunday,7604,0,0,4.710000038,0,0,0,352,492,1692,4.71
2026352035,4/30/2016,Monday,4729,0,0,2.930000067,0,0,0,233,594,1506,2.93
2026352035,5/1/2016,Sunday,3609,0,0,2.279999971,0,0,0,191,716,1447,2.28
2026352035,5/2/2016,Monday,7018,0,0,4.349999905,0,0,0,355,716,1690,4.35
2026352035,5/3/2016,Tuesday,5992,0,0,3.720000029,0,0,0,304,981,1604,3.72
2026352035,5/4/2016,Wednesday,6564,0,0,4.070000172,0,0,0,345,530,1658,4.07
2026352035,5/5/2016,Thursday,12167,0,0,7.539999962,0,0,0,475,479,1926,7.54
2026352035,5/6/2016,Friday,8198,0,0,5.079999924,0,0,0,383,511,1736,5.08
2026352035,5/7/2016,Saturday,4193,0,0,2.599999905,0,0,0,229,665,1491,2.6
2026352035,5/8/2016,Sunday,5528,0,0,3.450000048,0,0,0,258,610,1555,3.45
2026352035,5/9/2016,Monday,10685,0,0,6.599999905,0,0,0,401,543,1869,6.6
2026352035,5/10/2016,Tuesday,254,0,0,0.159999996,0,0,0,17,1002,1141,0.16
2026352035,5/11/2016,Wednesday,8580,0,0,5.320000172,0,0,0,330,569,1698,5.32
2026352035,5/12/2016,Thursday,8891,0,0,5.510000229,0,0,0,343,330,1364,5.51
2320127002,4/12/2016,Thursday,10725,1.169999957,0.310000002,6.010000229,0,13,9,306,1112,2124,7.49
2320127002,4/13/2016,Friday,7275,0,0,4.900000095,0,0,0,335,1105,2003,4.9
2320127002,4/14/2016,Saturday,3973,0,0,2.680000067,0,0,0,191,1249,1696,2.68
2320127002,4/15/2016,Sunday,5205,0,0,3.50999999,0,0,0,245,1195,1801,3.51
2320127002,4/16/2016,Monday,5057,0,0,3.400000095,0,0,0,195,1245,1724,3.4
2320127002,4/17/2016,Tuesday,6198,0,0,4.179999828,0,0,0,249,1191,1852,4.18
2320127002,4/18/2016,Wednesday,6559,0,0.25999999,4.139999866,0,0,7,260,1173,1905,4.4
2320127002,4/19/2016,Thursday,5997,0,0.379999995,3.660000086,0,0,11,228,1201,1811,4.04
2320127002,4/20/2016,Friday,7192,0,0.49000001,4.340000153,0,0,11,283,1146,1922,4.83
2320127002,4/21/2016,Saturday,3404,0.059999999,0.419999987,1.809999943,0,1,10,127,1302,1610,2.29
2320127002,4/22/2016,Sunday,5583,0,0,3.75999999,0,0,0,266,1174,1851,3.76
2320127002,4/23/2016,Monday,5079,0,0,3.420000076,0,0,0,242,1129,1804,3.42
2320127002,4/24/2016,Tuesday,4165,0,0,2.799999952,0,0,0,204,1236,1725,2.8
2320127002,4/25/2016,Wednesday,3588,0.230000004,0.200000003,1.99000001,0,3,5,152,1280,1654,2.42
2320127002,4/26/2016,Thursday,3409,0,0,2.299999952,0,0,0,147,1293,1632,2.3
2320127002,4/27/2016,Friday,1715,0,0,1.159999967,0,0,0,82,1358,1481,1.16
2320127002,4/28/2016,Saturday,1532,0,0,1.029999971,0,0,0,76,1364,1473,1.03
2320127002,4/29/2016,Sunday,924,0,0,0.620000005,0,0,0,45,1395,1410,0.62
2320127002,4/30/2016,Monday,4571,0,0,3.069999933,0,0,0,234,1206,1779,3.07
2320127002,5/1/2016,Sunday,772,0,0,0.519999981,0,0,0,40,1400,1403,0.52
2320127002,5/2/2016,Monday,3634,0.360000014,0.209999993,1.879999995,0,5,6,123,1306,1613,2.45
2320127002,5/3/2016,Tuesday,7443,1.49000001,0.370000005,3.160000086,0,20,10,206,1204,1878,5.02
2320127002,5/4/2016,Wednesday,1201,0,0,0.810000002,0,0,0,52,1388,1426,0.81
2320127002,5/5/2016,Thursday,5202,0,0.389999986,3.109999895,0,0,11,223,1206,1780,3.5
2320127002,5/6/2016,Friday,4878,0,0,3.289999962,0,0,0,204,1236,1742,3.29
2320127002,5/7/2016,Saturday,7379,0,0,4.96999979,0,0,0,319,1121,1972,4.97
